,Location,Total salary,Average salary,occupation_name
502,"Crittenden, Mississippi & Craighead (East) Counties PUMA, AR",1653915408.0,42227.6659108521,"Other machine tool setters, operators, and tenders, metal and plastic"
511,"Cumberland, White, Fentress & Van Buren Counties PUMA, TN",1653742014.0,41782.05728870507,Supervisors of transportation & material moving workers
2096,"Stevens, Okanogan, Pend Oreille & Ferry Counties PUMA, WA",1652540602.0,41522.26026105015,"Computer occupations, all other"
1387,"Milwaukee City (North) PUMA, WI",1650957998.0,37250.746851118354,Industrial production managers
718,"Florence Town, Eloy (Northeast) & Coolidge Cities PUMA, AZ",1640529230.0,42788.93489099961,"Firstline supervisors of mechanics, installers, & repairers"
799,"Gila, Graham, Greenlee & Pinal (East) Counties PUMA, AZ",1637930176.0,42178.53789556479,Software developers
2095,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA, NY",1637777405.0,41608.484890589076,Software quality assurance analysts and testers
2091,"Stephens, Caddo, Comanche (North), Tillman, Jefferson & Cotton Counties PUMA, OK",1637574069.0,40914.44749132664,Personal financial advisors
1017,"Inside Loop I-410 PUMA, TX (79500US4805903)",1630904070.0,39363.9403212837,Project management specialists
2110,"Sumter (North) & Lake (North) Counties PUMA, FL",1629691375.0,40782.12005205099,"Educational, guidance, and career counselors and advisors"
1218,"Lenoir, Onslow (North) & Jones Counties PUMA, NC",1629633566.0,40065.57500469547,Accountants & auditors
1193,"Las Cruces, Mesilla Cities & University Park PUMA, NM",1626512018.0,42308.61168256347,"Laborers & freight, stock, & material movers, hand"
958,"Hinds (West), Warren & Copiah CountiesVicksburg City PUMA, MS",1625313401.0,41980.747475175,Heavy vehicle & mobile equipment service technicians & mechanics
986,"Huntington Park City, Florence-Graham & Walnut Park PUMA, CA",1624494668.0,36793.166200610314,"Bus drivers, school"
1133,"LA City (Central/Univ. of Southern California & Exposition Park) PUMA, CA",1618636202.0,40424.64020064003,Reservation & transportation ticket agents & travel clerks
2339,"Wilson City PUMA, NC",1617909713.0,40446.023733469476,Software quality assurance analysts and testers
2067,"St. Landry & Evangeline Parishes PUMA, LA",1615020559.0,40250.89696611363,"Farmers, ranchers, & other agricultural managers"
549,"Deep East Texas COG (East) PUMA, TX",1612740573.0,41179.43328427449,"Compensation, benefits, & job analysis specialists"
520,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA, AL",1612408405.0,39945.55286539991,"Laborers & freight, stock, & material movers, hand"
2279,"Webb CountyLaredo City (Central) PUMA, TX",1612036844.0,39553.507748217104,Jewelers & precious stone & metal workers
2304,"West of Pasadena City & Outside Loop I-610 PUMA, TX",1611470519.0,36957.504678764395,Financial managers
1583,"Oklahoma City (West Central) PUMA, OK",1608371675.0,37891.69848459707,"Conveyor operators & tenders, & hoist & winch operators"
388,"Chicago Lawn, Englewood/West Englewood & Greater Grand Crossing PUMA, IL",1599004982.0,34831.7017284358,Phlebotomists
791,"Genesee County (Central, Outside Flint City) PUMA, MI",1597753023.0,40346.38759606052,Accountants & auditors
887,"Hamblen, Cocke & Grainger Counties PUMA, TN",1592583432.0,40728.68048565545,Landscaping and groundskeeping workers
1018,"Inside Loop I-410 PUMA, TX (79500US4805904)",1589551360.0,40097.66860651155,Management analysts
1907,"San Juan Municipio (Noroeste) PUMA, PR",1584415927.0,45022.766883935044,Physical therapists
1121,"Klamath, Malheur, Lake & Harney Counties PUMA, OR",1578800867.0,41575.57448971916,"Sales representatives, wholesale & manufacturing"
1365,"Miami Gardens City (North & West) PUMA, FL",1578532289.0,36970.211540068245,"Miscellaneous production workers, including semiconductor processors"
2030,"Southwest Arkansas PUMA, AR",1576067344.0,38744.87321399909,Prepress technicians & workers
1515,"North Miami City (Southwest) & Golden Glades (West) PUMA, FL",1575302126.0,38075.741743796214,Receptionists & information clerks
1196,"Las Vegas City (Southeast) PUMA, NV",1574520573.0,36200.977654267605,Chief executives & legislators
1200,"Lauderhill & Lauderdale Lakes Cities PUMA, FL",1572817807.0,39811.35718869833,"Transportation, storage, & distribution managers"
288,"Campbell, Claiborne, Scott, Morgan & Hancock Counties PUMA, TN",1568471006.0,38770.03241409825,"Business operations specialists, all other"
2303,"West of Aldine & Inside Beltway TX-8 PUMA, TX",1565078261.0,36631.41034499538,Facilities managers
1340,"Memphis City (Southwest) PUMA, TN",1555816357.0,37998.425159656756,Small engine mechanics
21,"Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley) PUMA, NM",1551700504.0,37958.80629999549,Logisticians
1994,"South Central Arkansas PUMA, AR",1530777604.0,42121.59214316236,"Drywall installers, ceiling tile installers, & tapers"
1047,"Jackson, Hocking, Pike & Vinton Counties PUMA, OH",1530178240.0,37863.038405186686,Elementary & middle school teachers
1407,"Mobile City (East) PUMA, AL",1527194082.0,43744.19415089149,Information security analysts
1509,"North Central Region PUMA, MS",1526553479.0,40924.10719886946,"Court, municipal, & license clerks"
1765,"Putnam & St. Johns (South) Counties PUMA, FL",1524937907.0,44041.151339307326,Public safety telecommunicators
1118,"Kingsport City PUMA, TN",1524182528.0,41519.03827552643,Retail salespersons
2019,"Southeast Arkansas PUMA, AR",1523574710.0,41444.9087677544,"Butchers & other meat, poultry, & fish processing workers"
299,"Carolina Municipio (Norte) PUMA, PR",1521270593.0,44920.247045856086,Computer and information research scientists
381,"Cherokee, Sequoyah & Adair Counties PUMA, OK",1517705958.0,41232.5387065724,Orderlies and psychiatric aides
2079,"St. Lucie County (North) PUMA, FL",1517154194.0,41270.281323218034,"Purchasing agents, except wholesale, retail, & farm products"
1402,"Mission City PUMA, TX",1515264408.0,42474.79959941269,"Compensation, benefits, & job analysis specialists"
1597,"Opa-Locka City, West Little River & Westview PUMA, FL",1514062982.0,39266.97985887378,Construction managers
2171,"Topeka City PUMA, KS",1513993676.0,38792.05135154121,Dining room and cafeteria attendants and bartender helpers
978,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA, MO",1513595492.0,42329.10145936387,"Inspectors, testers, sorters, samplers, & weighers"
1023,"Iosco, Gladwin, Roscommon, Ogemaw & Arenac Counties PUMA, MI",1512761646.0,41558.2763094329,Information security analysts
249,"Brownsville City (Central) PUMA, TX",1500798778.0,41175.42373865895,"Motor vehicle operators, all other"
64,"Aroostook & Washington Counties PUMA, ME",1498373979.0,40589.6764048281,Librarians and media collections specialists
760,"Fresno City (Southeast) PUMA, CA",1496573922.0,40056.84859102303,Military enlisted tactical operations & air/weapons specialists & crew members
1173,"Lake Cumberland Area Development District (West) PUMA, KY",1494063637.0,38914.41362595382,Printing press operators
1204,"Lawrence, Giles, Wayne, Lewis & Perry Counties PUMA, TN",1490188547.0,41465.56784159446,Education administrators
430,"Coastal Bend COG (Southeast) & Willacy County PUMA, TX",1484851632.0,39309.274461724555,Retail salespersons
2020,"Southeast Colorado PUMA, CO",1479451717.0,40146.10557777285,"Food & tobacco roasting, baking, & drying machine operators & tenders"
1019,"Inside Loop I-410 PUMA, TX (79500US4805905)",1474932848.0,34221.42094423351,"Meeting, convention, & event planners"
1388,"Milwaukee City (South Central) PUMA, WI",1472158192.0,39359.6154263931,"Transportation, storage, & distribution managers"
633,"Eastern Plains New Mexico PUMA, NM",1464709454.0,39818.7894586285,Medical assistants
672,"Erie City, Lawrence Park Township & Wesleyville Borough PUMA, PA",1464668857.0,40053.985307629555,Retail salespersons
857,"Greenbrier, Nicholas, Summers, Monroe & Pocahontas Counties PUMA, WV",1458866235.0,39244.926777819855,Dental assistants
1468,"Navajo Nation PUMA, NM",1453691803.0,40520.35410828074,Security guards & gaming surveillance officers
1316,"Maryvale (East) PUMA, AZ",1452179475.0,33498.055099717545,"Dispatchers, except police, fire, and ambulance"
1278,"Lumberton City PUMA, NC",1445653356.0,39504.02495183089,Chefs & head cooks
758,"Fresno City (East Central) PUMA, CA",1443350238.0,40517.78067549208,Stockers and order fillers
2000,"South Delta Region PUMA, MS",1438180829.0,42261.946577388226,"Firstline supervisors of mechanics, installers, & repairers"
1150,"LA City (Southeast/East Vernon) PUMA, CA",1426148440.0,34151.62246805945,"Cement masons, concrete finishers, & terrazzo workers"
1309,"Marion County (North) PUMA, FL",1423195614.0,38815.24030460666,File clerks
2014,"South of I-30, East of I-35W & Inside Loop I-820 PUMA, TX",1423092363.0,34805.81023945724,Firstline supervisors of production & operating workers
598,"Doña Ana County (Outer) PUMA, NM",1413733607.0,42468.52623524105,Graphic designers
1172,"Lake Cumberland Area Development District (East) PUMA, KY",1409459680.0,41281.92109515578,"Welding, soldering, & brazing workers"
1053,"Jacksonville City (Northwest) PUMA, FL",1407655555.0,40299.10363044458,Graphic designers
1020,"Inside Loop I-410 PUMA, TX (79500US4805906)",1401025104.0,35587.09255714169,"Business operations specialists, all other"
1908,"San Juan Municipio (Sur) PUMA, PR",1400480792.0,49382.20946312126,Registered nurses
2188,"Tucson City (South) PUMA, AZ",1383997977.0,37572.7977585105,Cashiers
476,"Columbus, Bladen & Robeson (East) Counties PUMA, NC",1367344226.0,39552.39928811483,Construction laborers
519,"Dallas City (Southeast) PUMA, TX",1353031567.0,37037.04005244845,Cleaners of vehicles & equipment
1071,"Jefferson, Grant & Arkansas (Northwest) Counties PUMA, AR",1348508214.0,42857.68266175449,Physicians
509,"Cumberland Valley Area Development District (North) PUMA, KY",1342315373.0,39155.78422089156,Packaging & filling machine operators & tenders
940,"Hialeah City (South Central) PUMA, FL",1335442323.0,38477.26869149871,Carpenters
605,"Dunklin, Stoddard, New Madrid, Pemiscot & Mississippi Counties PUMA, MO",1333093436.0,39461.85437541972,Public relations specialists
274,"Butler, Ripley, Wayne, Madison, Iron, Reynolds & Carter Counties PUMA, MO",1330502933.0,41705.13962033678,Medical & health services managers
103,"Bakersfield City (Southeast) PUMA, CA",1329227066.0,34168.65581226164,Occupational therapy assistants & aides
2283,"Weslaco & Mercedes Cities PUMA, TX",1328453307.0,38747.95630665279,"Molders, shapers, & casters, except metal & plastic"
1876,"San Antonio City (Central) PUMA, TX",1325726762.0,41690.70847746077,"Computer occupations, all other"
1385,"Milwaukee City (Central) PUMA, WI",1325347190.0,43776.332488816675,Computer & information systems managers
1257,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties PUMA, AR",1325340247.0,39502.44350091204,Emergency medical technicians
277,"Caguas Municipio PUMA, PR",1316925769.0,45002.82054133757,Other managers
649,"El Mirage City & Sun City PUMA, AZ",1312380018.0,41692.3631910224,Fast food and counter workers
1331,"McLennan CountyWaco City (Central) PUMA, TX",1309590288.0,40527.45823775454,Structural iron & steel workers
651,"El Paso City (Central) PUMA, TX",1308945541.0,40282.45147620696,"Food servers, nonrestaurant"
510,"Cumberland Valley Area Development District (South) PUMA, KY",1299217911.0,40003.352783443566,"Miscellaneous production workers, including semiconductor processors"
1186,"Lakota Region PUMA, SD",1297649375.0,41800.64237283451,Flight attendants
1268,"Louisville/Jefferson County (Northwest) PUMA, KY",1289505493.0,36498.775531834486,Massage therapists
1829,"Rochester City (West) PUMA, NY",1258452020.0,39758.657607568406,"Medical, dental, & ophthalmic laboratory technicians"
1113,"Kentucky River Area Development District PUMA, KY",1239790153.0,38393.92351263416,Firstline supervisors of retail sales workers
874,"Guaynabo & Cataño Municipios PUMA, PR",1232172269.0,46324.05297086153,Food preparation workers
2062,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties PUMA, AR",1227429287.0,39896.74955868955,Financial managers
885,"Halifax, Hertford, Northampton & Warren (East) Counties PUMA, NC",1214202790.0,39359.921767293505,Janitors & building cleaners
570,"Detroit City (Northeast) PUMA, MI",1210251264.0,33119.938812034285,Mechanical engineers
1712,"Pima County (West) PUMA, AZ",1204018157.0,39924.30357497253,Fast food and counter workers
2034,"Southwest New Mexico PUMA, NM",1203853179.0,38559.86349570612,"Tailors, dressmakers, & sewers"
2008,"South Texas Development Council (South) & Coastal Bend COG (West) PUMA, TX",1203762574.0,36582.29264766149,"Heating, air conditioning, & refrigeration mechanics & installers"
11,"Alamo & Donna Cities PUMA, TX",1196379068.0,35334.426066006556,Education administrators
2122,"Suwannee, Taylor, Madison, Hamilton & Lafayette Counties PUMA, FL",1188100654.0,37860.30004787381,Tutors
315,"Carr 852-Carr 185 PUMA, PR",1179488916.0,43410.99334523994,"Medical scientists, & life scientists, all other"
166,"Between Loop I-610 & Beltway TX-8 PUMA, TX (79500US4804608)",1138717081.0,37092.02744506657,"Bookkeeping, accounting, & auditing clerks"
312,"Carr 30 PUMA, PR",1133870236.0,41057.055233972416,Electrical and electronic engineering technologists and technicians
2162,"Toa Alta & Vega Alta Municipios PUMA, PR",1086449048.0,45731.674470152226,Security guards & gaming surveillance officers
716,"Flint City Area PUMA, MI",1081485394.0,37590.132599827484,Construction & building inspectors
1256,"Logan, Mingo, Wyoming & McDowell Counties PUMA, WV",1067099811.0,41594.418857838275,Cardiovascular technologists and technicians
2163,"Toa Baja & Dorado Municipios PUMA, PR",1062476313.0,42283.166003324826,Chefs & head cooks
943,"Hidalgo County (North & West) PUMA, TX",1040856260.0,37924.63110579975,Construction equipment operators
573,"Detroit City (Southwest) PUMA, MI",1031510190.0,34081.117465355994,Surveying & mapping technicians
1738,"Ponce & Jayuya Municipios PUMA, PR",928923365.0,40481.876321099946,Cashiers
184,"Birmingham City (West) PUMA, AL",920862692.0,36863.78687054997,"Shipping, receiving, & traffic clerks"
301,"Carr 14-Carr 173 PUMA, PR",887030276.0,38565.275411236726,Computer network architects
300,"Carr 137-Carr 149 PUMA, PR",879970296.0,41319.08580103986,Computer support specialists
126,"Bayamón Municipio (OEste) PUMA, PR",800557082.0,46138.72305055944,Dishwashers
303,"Carr 2 (Noroeste) PUMA, PR",796484925.0,43631.24730399773,Computer programmers
308,"Carr 2-Carr 111 PUMA, PR",795521941.0,40883.37344872348,Chemical engineers
310,"Carr 3 (Noreste) PUMA, PR",778354261.0,38747.88629784211,"Industrial engineers, including health & safety"
313,"Carr 52-Carr 150 PUMA, PR",747290814.0,39598.759906368345,"Other engineering technologists and technicians, except drafters"
309,"Carr 2-Carr 129 PUMA, PR",718901446.0,39394.022442684734,Civil engineers
125,"Bayamón Municipio (Este) PUMA, PR",705172368.0,42373.866328288954,Dining room and cafeteria attendants and bartender helpers
314,"Carr 53 PUMA, PR",672247122.0,39206.20560926694,Surveying & mapping technicians
307,"Carr 2-Carr 100 PUMA, PR",633652277.0,39733.495689254385,Operations research analysts
1906,"San Juan Municipio (Este) PUMA, PR",633621954.0,43617.166089006256,Physician assistants
